DATE,Ticket Season,Day,Month,Year,Season,HOLIDAYPX,HOLIDAYM,HOLIDAYN,HOLIDAY,WDWTICKETSEASON,WDWRaceN,WDWeventN,WDWevent,WDWrace,WDWSEASON,WDWMAXTEMP,WDWMINTEMP,WDWMEANTEMP,MKeventN,MKevent,EPeventN,EPevent,HSeventN,HSevent,AKeventN,AKevent,HOLIDAYJ,inSession,inSession_Enrollment,inSession_wdw,inSession_dlr,inSession_sqrt_WDW,inSession_sqrt_DLR,inSession_California,inSession_DC,inSession_Central_FL,inSession_Drive1_FL,inSession_Drive2_FL,inSession_Drive_CA,inSession_Florida,inSession_Mardi_Gras,inSession_Midwest,inSession_NY_NJ,inSession_NY_NJ_PA,inSession_New_England,inSession_New_Jersey,inSession_Nothwest,INSESSION_PLANES,inSession_SoCal,inSession_Southwest,MKEMHMORN,MKEMHMYEST,MKEMHMTOM,MKEMHEVE,MKHOURSEMH,MKHOURSEMHYEST,MKHOURSEMHTOM,MKEMHEYEST,MKEMHETOM,EPEMHMORN,EPEMHMYEST,EPEMHMTOM,EPEMHEVE,EPEMHEYEST,EPEMHETOM,EPHOURSEMH,EPHOURSEMHYEST,EPHOURSEMHTOM,HSEMHMORN,HSEMHMYEST,HSEMHMTOM,HSEMHEVE,HSEMHEYEST,HSEMHETOM,HSHOURSEMH,HSHOURSEMHYEST,HSHOURSEMHTOM,AKEMHMORN,AKEMHMYEST,AKEMHMTOM,AKEMHEVE,AKEMHEYEST,AKEMHETOM,AKHOURSEMH,AKHOURSEMHYEST,AKHOURSEMHTOM,MKOPEN,MKCLOSE,MKHOURS,MKEMHOPEN,MKEMHCLOSE,MKOPENYEST,MKCLOSEYEST,MKHOURSYEST,MKOPENTOM,MKCLOSETOM,MKHOURSTOM,EPOPEN,EPCLOSE,EPHOURS,EPEMHOPEN,EPEMHCLOSE,EPOPENYEST,EPCLOSEYEST,EPHOURSYEST,EPOPENTOM,EPCLOSETOM,EPHOURSTOM,HSOPEN,HSCLOSE,HSHOURS,HSEMHOPEN,HSEMHCLOSE,HSOPENYEST,HSCLOSEYEST,HSHOURSYEST,HSOPENTOM,HSCLOSETOM,HSHOURSTOM,AKOPEN,AKCLOSE,AKHOURS,AKEMHOPEN,AKEMHCLOSE,AKOPENYEST,AKCLOSEYEST,AKHOURSYEST,AKOPENTOM,AKCLOSETOM,AKHOURSTOM,WEATHER_WDWHIGH,WEATHER_WDWLOW,WEATHER_WDWPRECIP,CapacityLost_MK,CapacityLost_EP,CapacityLost_HS,CapacityLost_AK,CapacityLostWGT_MK,CapacityLostWGT_EP,CapacityLostWGT_HS,CapacityLostWGT_AK,MKPRDDAY,MKPRDDT1,MKPRDDT2,MKPRDDN,MKPRDNGT,MKPRDNT1,MKPRDNT2,MKPRDNN,MKFIREWK,MKFIRET1,MKFIRET2,MKFIREN,EPFIREWK,EPFIRET1,EPFIRET2,EPFIREN,HSPRDDAY,HSPRDDT1,HSPRDDN,HSFIREWK,HSFIRET1,HSFIRET2,HSFIREN,HSSHWNGT,HSSHWNT1,HSSHWNT2,HSSHWNN,HSFIREWKS,AKPRDDAY,AKPRDDT1,AKPRDDT2,AKPRDDN,AKFIREN,AKSHWNGT,AKSHWNT1,AKSHWNT2,AKSHWNN
1/11/2019,regular,11,January,2019,Winter,11,0,,0,regular,marwk,,0,1,WINTER,71.03,46.41,58.72,,0,,0,,0,,0,,89%,97%,99%,95%,98%,95%,92%,100%,100%,100%,100%,91%,100%,100%,100%,94%,95%,100%,0%,100%,97%,90%,84%,1,0,0,0,13,11,14,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,11,11,11,0,1,1,0,0,0,11,12,12,9:00,21:00,12,8:00,21:00,9:00,20:00,11,9:00,23:00,14,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,70.3,49.2,0.08,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/12/2019,regular,12,January,2019,Winter,10,0,,0,regular,marwk,,0,1,WINTER,75.82,55.14,65.48,,0,,0,hsah,1,,0,,89%,97%,99%,95%,98%,95%,92%,100%,100%,100%,100%,91%,100%,100%,100%,94%,95%,100%,0%,100%,97%,90%,84%,0,1,0,0,14,13,12,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,1,11,11,13,1,0,0,0,0,0,12,11,11,9:00,23:00,14,9:00,23:00,9:00,21:00,12,9:00,21:00,12,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,8:00,20:00,9:00,20:00,11,9:00,20:00,11,70.4,49.2,0.08,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/13/2019,regular,13,January,2019,Winter,9,0,,0,regular,marwk,,0,1,WINTER,79.44,57.02,68.23,,0,,0,,0,,0,,91%,98%,98%,98%,98%,97%,92%,100%,93%,100%,100%,94%,100%,100%,100%,100%,100%,100%,100%,100%,99%,94%,87%,0,0,0,0,12,14,12,0,0,0,0,0,0,0,0,12,12,12,0,0,0,1,0,0,13,11,12.5,0,1,1,0,0,0,11,12,12,9:00,21:00,12,9:00,21:00,9:00,23:00,14,9:00,21:00,12,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,9:00,22:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,70.4,49.2,0.12,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/14/2019,value,14,January,2019,Winter,8,0,,0,value,,,0,0,WINTER,65.39,51.07,58.23,,0,,0,emmhs,1,,0,,91%,98%,98%,98%,98%,97%,92%,100%,93%,100%,100%,94%,100%,100%,100%,100%,100%,100%,100%,100%,99%,94%,87%,0,0,0,0,12,12,12.25,0,0,0,0,0,0,0,1,12,12,14,0,0,0,0,1,0,12.5,13,11,1,0,0,0,0,0,12,11,11,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,20:00,11,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,7:30,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,8:00,20:00,9:00,20:00,11,9:00,20:00,11,70.4,49.2,0.12,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/15/2019,value,15,January,2019,Winter,7,0,,0,value,,,0,0,WINTER,57.96,46.52,52.24,emm,1,,0,,0,,0,,95%,99%,100%,99%,100%,98%,95%,100%,100%,100%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,99%,94%,100%,0,0,0,0,12.25,12,13,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,12.5,12.5,0,1,0,0,0,0,11,12,11,9:00,20:00,11,7:45,20:00,9:00,21:00,12,9:00,20:00,11,9:00,21:00,12,9:00,23:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,70.5,49.3,0.08,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/16/2019,value,16,January,2019,Winter,6,0,,0,value,,,0,0,WINTER,58.28,44.07,51.18,,0,,0,emmhs,1,akah,1,,96%,99%,100%,99%,100%,99%,95%,100%,100%,100%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,100%,0,0,0,1,13,12.25,11,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,11,11,0,0,0,0,0,0,11,11,11,9:00,20:00,11,9:00,22:00,9:00,20:00,11,9:00,20:00,11,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,7:30,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,70.5,49.3,0.07,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/17/2019,value,17,January,2019,Martin Luther King Junior Day,5,0,,0,value,,,0,0,MARTIN LUTHER KING JUNIOR DAY,71.58,43.36,57.47,dah,1,,0,,0,,0,,96%,99%,100%,99%,100%,99%,95%,100%,100%,100%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,100%,0,0,1,0,11,13,13,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,11,12.5,11,0,0,0,0,0,0,11,11,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,21:00,12,9:00,21:00,12,8:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,70.6,49.4,0.04,464954,381963,311870,265474,45567146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/18/2019,value,18,January,2019,Martin Luther King Junior Day,4,0,,0,value,,,0,0,MARTIN LUTHER KING JUNIOR DAY,74.47,49.4,61.94,,0,epfa,1,,0,,0,,92%,96%,98%,98%,97%,97%,95%,94%,100%,100%,95%,96%,100%,100%,100%,100%,89%,100%,100%,100%,97%,94%,100%,1,0,0,0,13,11,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,11,11,11,0,0,1,0,0,0,11,11,12,9:00,21:00,12,8:00,21:00,9:00,20:00,11,9:00,23:00,14,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,70.7,49.4,0.08,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/19/2019,regular,19,January,2019,Martin Luther King Junior Day,3,2,,0,regular,,,0,0,MARTIN LUTHER KING JUNIOR DAY,79.11,51.85,65.48,,0,epfa,1,hsah,1,,0,,92%,96%,98%,98%,97%,97%,95%,94%,100%,100%,95%,96%,100%,100%,100%,100%,89%,100%,100%,100%,97%,94%,100%,0,1,0,0,14,13,13,0,0,0,0,0,0,0,0,12,12,12,0,0,1,0,0,0,11,11,12,1,0,0,0,0,0,12,11,11,9:00,23:00,14,9:00,23:00,9:00,21:00,12,9:00,22:00,13,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,8:00,20:00,9:00,20:00,11,9:00,20:00,11,70.7,49.5,0.08,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/20/2019,regular,20,January,2019,Martin Luther King Junior Day,2,2,,0,regular,,,0,0,MARTIN LUTHER KING JUNIOR DAY,68.84,44.71,56.78,,0,epfa,1,,0,,0,,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0,0,0,0,13,14,12,0,0,0,0,0,0,0,0,12,12,12,1,0,0,0,0,0,12,11,12.5,0,1,1,0,0,0,11,12,12,9:00,22:00,13,9:00,22:00,9:00,23:00,14,9:00,21:00,12,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,8:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,70.8,49.6,0.12,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/21/2019,regular,21,January,2019,Martin Luther King Junior Day,0,0,mlk,1,regular,,,0,0,MARTIN LUTHER KING JUNIOR DAY,60.61,38.28,49.45,,0,epfa,1,emmhs,1,,0,,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0,0,0,0,12,13,12.25,0,0,0,0,0,0,0,1,12,12,14,0,1,0,0,0,0,12.5,12,11,1,0,0,0,0,0,12,11,11,9:00,21:00,12,9:00,21:00,9:00,22:00,13,9:00,20:00,11,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,7:30,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,8:00,20:00,9:00,20:00,11,9:00,20:00,11,70.9,49.7,0.08,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/22/2019,value,22,January,2019,Martin Luther King Junior Day,2,2,,0,value,,,0,0,MARTIN LUTHER KING JUNIOR DAY,72.26,44.5,58.38,emm,1,epfa,1,,0,akah,1,,91%,95%,89%,99%,93%,97%,100%,100%,93%,98%,88%,100%,97%,100%,88%,100%,100%,100%,100%,54%,100%,100%,100%,0,0,0,0,12.25,12,13,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,12.5,12.5,0,1,0,0,0,0,11,12,11,9:00,20:00,11,7:45,20:00,9:00,21:00,12,9:00,20:00,11,9:00,21:00,12,9:00,23:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,70.9,49.8,0.08,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/23/2019,value,23,January,2019,Martin Luther King Junior Day,3,2,,0,value,,probowl,1,0,MARTIN LUTHER KING JUNIOR DAY,78.34,59.17,68.76,,0,epfa,1,emmhs,1,,0,,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0,0,0,1,13,12.25,11,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,11,11,0,0,0,0,0,0,11,11,11,9:00,20:00,11,9:00,22:00,9:00,20:00,11,9:00,20:00,11,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,7:30,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,71,49.9,0.08,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/24/2019,value,24,January,2019,Martin Luther King Junior Day,4,2,,0,value,,probowl,1,0,MARTIN LUTHER KING JUNIOR DAY,73.26,55.87,64.57,dah,1,epfa,1,,0,,0,,96%,98%,99%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,100%,77%,100%,100%,100%,100%,100%,100%,100%,100%,0,0,1,0,11,13,13,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,11,12.5,11,0,0,0,0,0,0,11,11,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,21:00,12,9:00,21:00,12,8:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,71.1,50,0.07,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/25/2019,value,25,January,2019,Martin Luther King Junior Day,5,0,,0,value,,probowl,1,0,MARTIN LUTHER KING JUNIOR DAY,60.62,44.64,52.63,,0,epfa,1,,0,,0,,92%,96%,99%,99%,97%,98%,100%,78%,100%,100%,100%,100%,100%,100%,77%,100%,100%,100%,100%,100%,100%,100%,100%,1,0,0,0,13,11,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,11,11,11,0,0,1,0,0,0,11,11,12,9:00,21:00,12,8:00,21:00,9:00,20:00,11,9:00,23:00,14,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,71.1,50.2,0.08,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/26/2019,regular,26,January,2019,Winter,6,0,,0,regular,,probowl,1,0,WINTER,61.49,48.11,54.8,,0,epfa,1,,0,,0,,92%,96%,99%,99%,97%,98%,100%,78%,100%,100%,100%,100%,100%,100%,77%,100%,100%,100%,100%,100%,100%,100%,100%,0,1,1,0,14,13,12,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,11,11,11,1,0,0,0,0,0,12,11,11,9:00,23:00,14,9:00,23:00,9:00,21:00,12,9:00,20:00,11,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,8:00,20:00,9:00,20:00,11,9:00,20:00,11,71.2,50.3,0.08,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/27/2019,regular,27,January,2019,Winter,7,0,,0,regular,,probowl,1,0,WINTER,55.25,47.95,51.6,,0,epfa,1,,0,,0,,93%,96%,98%,90%,97%,95%,97%,59%,100%,100%,100%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,100%,1,0,0,0,12,14,11,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,11,11,12.5,0,1,1,0,0,0,11,12,12,9:00,20:00,11,8:00,20:00,9:00,23:00,14,9:00,20:00,11,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,71.3,50.5,0.08,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/28/2019,value,28,January,2019,Winter,7,0,,0,value,,,0,0,WINTER,57.17,44.9,51.04,dah,1,epfa,1,emmhs,1,,0,,93%,96%,98%,90%,97%,95%,97%,59%,100%,100%,100%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,100%,0,1,0,0,11,12,12.25,0,0,0,0,0,0,0,1,12,12,14,0,0,0,0,0,0,12.5,11,11,1,0,0,0,0,0,12,11,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,7:30,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,8:00,20:00,9:00,20:00,11,9:00,20:00,11,71.4,50.6,0.08,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/29/2019,value,29,January,2019,Winter,6,0,,0,value,,,0,0,WINTER,66.41,41.92,54.17,emm,1,epfa,1,,0,,0,,95%,98%,99%,100%,98%,99%,100%,76%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0,0,0,0,12.25,11,13,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,12.5,12.5,0,1,0,0,0,0,11,12,11,9:00,20:00,11,7:45,20:00,9:00,20:00,11,9:00,20:00,11,9:00,21:00,12,9:00,23:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,71.5,50.8,0.08,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/30/2019,value,30,January,2019,Winter,5,0,,0,value,,,0,0,WINTER,56.44,45.37,50.91,,0,epfa,1,emmhs,1,,0,,94%,97%,99%,100%,98%,98%,100%,76%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,65%,100%,100%,100%,0,0,0,1,13,12.25,11,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,11,11,0,0,0,0,0,0,11,11,11,9:00,20:00,11,9:00,22:00,9:00,20:00,11,9:00,20:00,11,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,7:30,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,71.5,50.9,0.04,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
1/31/2019,value,31,January,2019,Winter,4,0,,0,value,,,0,0,WINTER,63.32,44.65,53.99,,0,epfa,1,,0,akah,1,,94%,97%,99%,100%,98%,99%,100%,70%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0,0,0,0,11,13,12,1,0,1,0,0,0,0,0,13,12,12,0,0,1,0,0,0,11,12.5,12,0,0,0,0,0,0,11,11,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,21:00,12,9:00,21:00,12,8:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,71.6,51.1,0.08,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
2/1/2019,value,1,February,2019,Winter,3,2,,0,value,,,0,0,WINTER,74.19,52.93,63.56,,0,epfa,1,,0,,0,,86%,88%,68%,98%,82%,93%,95%,76%,73%,84%,84%,96%,73%,97%,70%,100%,100%,100%,100%,100%,93%,100%,100%,0,0,0,0,12,11,14,0,0,0,1,0,0,0,0,12,13,12,1,0,0,0,0,0,12,11,11,0,0,1,0,0,0,11,11,12,9:00,21:00,12,9:00,21:00,9:00,20:00,11,9:00,23:00,14,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,20:00,11,8:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,71.7,51.3,0.04,464554,381963,311870,265474,45565146,36668737,29761030,25762126,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,20:30,,Star Wars: A Galactic Spectacular,1,20:00,,Fantasmic!,1,0,,,,,0,,,
